id,name,details,gender,category
Men:ACCESSORIES:134,TECHNICAL CHECK TEXTURE SWIMMING TRUNKS,Swimming trunks made of technical fabric. Elasticated waistband. Side pockets and back patch pocket with flap. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:135,CHECKED TECHNICAL SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Adjustable elasticated waistband with drawstring. Side pockets and back welt pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:136,GEOMETRIC PRINT SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstring. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:137,LONG TIE-DYE SWIMMING TRUNKS,Swimming trunks made of technical fabric. Adjustable elasticated waistband. Front pockets and back zip pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:139,ABSTRACT PRINT SWIMMING TRUNKS,Swimming trunks made of technical fabric. Elasticated waistband and adjustable drawstring. Front welt pockets and back patch pocket detail. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:140,DIAMOND PRINT SWIMMING TRUNKS,Swimming trunks made of a velvety-finish technical fabric. Elasticated waistband and adjustable drawstring. Side pockets and a back welt pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:142,FLORAL PRINT SWIMMING TRUNKS,Swimming trunks made of technical fabric. Adjustable elasticated waistband with drawstring. Side pockets and back patch pocket with flap. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:145,BLEND PRINT SWIMMING TRUNKS,Swimming trunks made of a velvety-finish technical fabric. Elasticated waistband and adjustable drawstring. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:146,LONG PRINTED SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstrings. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:147,PAISLEY PRINT SWIMMING TRUNKS,Swimming trunks made of a velvety-finish technical fabric. Elasticated waistband and adjustable drawstrings. Side pockets and a rear patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:148,LONG GEOMETRIC PRINT SWIMMING TRUNKS,Swimming trunks made of a velvety-finish technical fabric. Elasticated waistband and adjustable drawstrings. Side pockets and a rear patch pocket. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:149,CARGO SWIM SHORTS,Swimming trunks made of technical fabric with a velvety finish. Adjustable elasticated waist with drawstring. Contrast trim detail. Rear patch pocket. Patch pockets on the legs. Side vents at the hem. Lining.,Men,ACCESSORIES
Men:ACCESSORIES:150,SEERSUCKER SWIMMING TRUNKS,Swimming trunks made of technical fabric. Elasticated waistband. Front pockets and side zip pocket detail. Patch pocket at the back. Lining. Side vents at the hem. Zip fly and snap-button fastening.,Men,ACCESSORIES
Men:ACCESSORIES:151,SLOGAN PRINT SWIMMING TRUNKS,Swimming trunks made of a technical fabric. Elasticated waistband and adjustable drawstring. Side pockets and a back patch pocket. Lining.,Men,ACCESSORIES
